"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"PIK3CG","OK",0.0648328371606508,1.51542158591038,0.0139360707522516,"PIK3CG",0.175562030554539
"BCLAF1","OK",0.0648842826991579,1.51501515838435,0.0140333819148313,"BCLAF1",0.17567265962263
"CMTR2","OK",0.0649011609800783,1.51488187192033,0.0139340949432884,"CMTR2",0.17568967782203
"LAMA4","OK",0.0652702585080571,1.51197384257273,0.0116157651662535,"LAMA4",0.176660004506305
"HIVEP2","OK",0.0654723911083864,1.51038669259759,0.0130908710853577,"HIVEP2",0.177178182235878
"MPZL3","OK",0.0655185043298356,1.51002514301449,0.013267674342371,"MPZL3",0.17727404776748
"SRR","OK",0.0655388841840681,1.50986541814293,0.0122952157358971,"SRR",0.177300266363881
"GDI1","OK",0.0655705068491917,1.50961765520392,0.013878315513262,"GDI1",0.177327967813581
"EIF5","OK",0.0655635628814916,1.50967205310944,0.0140563738088423,"EIF5",0.177327967813581
"PSMD7","OK",0.0655917573200157,1.50945121024377,0.0139880440988804,"PSMD7",0.17735651889628
"RRP15","OK",0.0658993099325055,1.50704696320937,0.013922050973526,"RRP15",0.178159079794708
"ECT2L","OK",0.0660281705638096,1.50604219896522,0.0118628881647781,"ECT2L",0.178472133232904
"MFAP1","OK",0.0660366261696813,1.50597632125704,0.0138517942528254,"MFAP1",0.178472133232904
"RASSF5","OK",0.0661026641085218,1.50546204373016,0.0139359290097535,"RASSF5",0.178530864302394
"ZNF654","OK",0.0661121770496385,1.50538799348358,0.0138312880587245,"ZNF654",0.178530864302394
"SF3A2","OK",0.0660953848454114,1.50551871224758,0.0137593721756665,"SF3A2",0.178530864302394
"GCDH","OK",0.0660892174029261,1.50556672910852,0.0137520948693626,"GCDH",0.178530864302394
"YWHAH","OK",0.0661111365568344,1.50539609244299,0.013809012851594,"YWHAH",0.178530864302394
"PPDPF","OK",0.066378055074344,1.50332168758588,0.0132392555171556,"PPDPF",0.179219668152868
"NUP210","OK",0.0663967157679527,1.50317690443372,0.0139303365904501,"NUP210",0.179240873653526
"INPP5K","OK",0.0665039596769438,1.50234543891411,0.0138181258677798,"INPP5K",0.179501167648786
"GBP5","OK",0.0665261086567018,1.50217384649926,0.0131675270409342,"GBP5",0.17953173416532
"C3orf67","OK",0.066601015426888,1.50159385679992,0.012357052630757,"C3orf67",0.179698710237514
"FAM45A","OK",0.066609650942978,1.50152702601078,0.0049328910486316,"FAM45A",0.179698710237514
"RNF167","OK",0.0666512053182527,1.50120552789151,0.0139596944755517,"RNF167",0.179781572842501
"SRD5A3","OK",0.0666714776852065,1.50104874082923,0.0133698509379223,"SRD5A3",0.179807012827128
"HIST2H4B","OK",0.0667406493987231,1.50051404238847,0.00975041968511979,"HIST2H4B",0.179964300264546
"SCO2","OK",0.0667537639221897,1.50041271527953,0.0137873930888125,"SCO2",0.17997040448853
"ZFAT","OK",0.0667695067678461,1.50029110123328,0.0111454351556823,"ZFAT",0.179983591622216
"BHLHA15","OK",0.0667906210530156,1.50012802745369,0.00821374077089306,"BHLHA15",0.18001125134633
"CENPQ","OK",0.0670548428955084,1.49809070474741,0.0137687656432682,"CENPQ",0.180690769379046
"TTC9","OK",0.0670645349268906,1.49801609101542,0.0135354350736359,"TTC9",0.180690769379046
"ACOX1","OK",0.0672422543893228,1.49664940056637,0.013072212840343,"ACOX1",0.181140170748954
"CLGN","OK",0.0672926706167921,1.4962622004702,0.012255909384856,"CLGN",0.181187700462681
"ARHGAP1","OK",0.0672860729837347,1.49631285798947,0.0136873270594225,"ARHGAP1",0.181187700462681
"ITFG1","OK",0.0672890515987146,1.49628998730521,0.0137517129167069,"ITFG1",0.181187700462681
"HIGD2A","OK",0.067307807488737,1.4961459920274,0.013909745943746,"HIGD2A",0.181199041553026
"TAF1","OK",0.0673400403712612,1.49589860178605,0.0136773282597791,"TAF1",0.181256395585482
"DST","OK",0.0673756577354969,1.49562534177978,0.0134259022671367,"DST",0.181322839396552
"MAD1L1","OK",0.0674348370134594,1.49517155917846,0.013633543041619,"MAD1L1",0.1814526616978
"ALKBH5","OK",0.0674932460484057,1.49472398444363,0.0138014636392712,"ALKBH5",0.181580369660804
"TRIT1","OK",0.0677021572006887,1.49312559294038,0.0134315165009944,"TRIT1",0.182112873715638
"CEP170","OK",0.0677910478332965,1.49244664091379,0.0138306408380443,"CEP170",0.182322412739266
"DNASE1","OK",0.0679972731143844,1.490874123718,0.0137108361311478,"DNASE1",0.182847401406482
"PYDC1","OK",0.0681080820620645,1.49003069936236,0.011180931490323,"PYDC1",0.183115683106079
"DLL3","OK",0.0682840475164617,1.48869350909635,0.0112368810769914,"DLL3",0.183559029515079
"POLB","OK",0.0683280717494584,1.48835937772396,0.0137839524141069,"POLB",0.183647609469538
"C9orf142","OK",0.0684197448136097,1.48766413807701,0.0137485460474926,"C9orf142",0.183864207303715
"BAZ1A","OK",0.0684437275687901,1.48748237380018,0.0135892846526127,"BAZ1A",0.183898860433493
"SCRN1","OK",0.0684926824866611,1.48711149903481,0.0134873146767987,"SCRN1",0.183941002545946
"TTC8","OK",0.0684851806350517,1.48716831861333,0.0134896609331984,"TTC8",0.183941002545946
"C17orf107","OK",0.0684809949317608,1.48720002352632,0.0123385431081164,"C17orf107",0.183941002545946
"SNX6","OK",0.0685088604944816,1.48698898194618,0.0137471082598465,"SNX6",0.183954664102553
"PTCH1","OK",0.0686196808507698,1.48615033178481,0.0123382587658446,"PTCH1",0.18416278747425
"IDI1","OK",0.0686121488677594,1.486207298128,0.0137242345599227,"IDI1",0.18416278747425
"NUP85","OK",0.0686071163831225,1.48624536280395,0.0137999630143897,"NUP85",0.18416278747425
"RABL6","OK",0.0686848586396208,1.48565757655938,0.0129033960606477,"RABL6",0.18430788956427
"SLC35F5","OK",0.0687465672363542,1.48519138122635,0.0124804170612549,"SLC35F5",0.184443637040144
"TMEM176B","OK",0.0687609552475677,1.48508272925243,0.00277192427671409,"TMEM176B",0.184452402350988
"PTDSS2","OK",0.0687855564095023,1.48489699263219,0.0128348485078755,"PTDSS2",0.184488557342821
"DNAJC7","OK",0.0688321972714817,1.48454499875964,0.013726375672198,"DNAJC7",0.184583803386386
"LDOC1","OK",0.0690476743202504,1.48292119811642,0.0136105443900947,"LDOC1",0.185131704861894
"CABP4","OK",0.0691816601831909,1.48191347033617,0.0131154466210266,"CABP4",0.185460969096235
"R3HDM4","OK",0.0693128457376861,1.48092826001511,0.0135890848485887,"R3HDM4",0.185782621106216
"PLCH2","OK",0.0693604258866808,1.48057128560172,0.0124993744969415,"PLCH2",0.185873846665764
"ZMYM2","OK",0.0693692940347932,1.48050477236648,0.0136181027960383,"ZMYM2",0.185873846665764
"SETDB2","OK",0.069380749806121,1.48041886103137,0.0136888321833035,"SETDB2",0.18587451401782
"PPP2R5E","OK",0.069417728448131,1.48014161818431,0.0136463218217174,"PPP2R5E",0.185943547164196
"ABCF2","OK",0.0695779723628495,1.47894152172913,0.0136024811923999,"ABCF2",0.186342685226905
"OCEL1","OK",0.0696762060584416,1.47820688316307,0.0132160050344188,"OCEL1",0.186575646381226
"GNAZ","OK",0.0697164677550246,1.47790601730121,0.00807142230736732,"GNAZ",0.186653322709417
"ACTR6","OK",0.069781418655151,1.47742093682907,0.013623452245892,"ACTR6",0.186797064205025
"KARS","OK",0.0698907980514892,1.47660483056776,0.0137379058560042,"KARS",0.187059670240762
"DDX52","OK",0.0699681634054115,1.47602818213031,0.0136059879936149,"DDX52",0.18723652117492
"PPP1R21","OK",0.070134439598427,1.4747904884018,0.0130511489515573,"PPP1R21",0.187650707658234
"ELP6","OK",0.0701475123850733,1.47469327553704,0.0134930415319779,"ELP6",0.187650707658234
"ZNF83","OK",0.0701568815982581,1.47462361204336,0.0135695130310761,"ZNF83",0.187650707658234
"RANGRF","OK",0.070235304947632,1.4740407864778,0.0136607163742901,"RANGRF",0.187830178629704
"GLRX3","OK",0.0702675383336609,1.47380137997425,0.0135425547003174,"GLRX3",0.187886085894261
"RNF26","OK",0.0703633141654931,1.47309052362368,0.0133116814388485,"RNF26",0.188111851829282
"PIGS","OK",0.0704080383624995,1.47275883164738,0.0134649627802817,"PIGS",0.188170758021337
"NPEPPS","OK",0.0704017721094966,1.47280529484753,0.0134292583764402,"NPEPPS",0.188170758021337
"KISS1R","OK",0.0704872981293636,1.47217140820454,0.0125263410420257,"KISS1R",0.188352235665156
"DDIT4","OK",0.0705194038219481,1.47193360554326,0.0136041576001244,"DDIT4",0.188407672646719
"NCAPH2","OK",0.070541009275958,1.47177362361722,0.0134189465956278,"NCAPH2",0.18843504265599
"ZNF211","OK",0.0705798588222079,1.4714860490721,0.0132555714170822,"ZNF211",0.188508460293904
"ZNF561","OK",0.070594088088226,1.47138075074956,0.0127257151527403,"ZNF561",0.188516107717166
"TAF10","OK",0.0706255723177659,1.47114782153637,0.0135176465076218,"TAF10",0.188544521888192
"CTF1","OK",0.0706274637942442,1.47113383040119,0.0122389927027332,"CTF1",0.188544521888192
"TKFC","OK",0.0707621596224817,1.47013823319298,0.0116810825220146,"TKFC",0.188843311262829
"SH2D3A","OK",0.0707510805117556,1.47022006887178,0.0129756461198105,"SH2D3A",0.188843311262829
"C20orf196","OK",0.0708474534218766,1.46950854128237,0.0131705465014846,"C20orf196",0.189040518413006
"MTO1","OK",0.0708675018209937,1.46936061606934,0.0113626448729838,"MTO1",0.189063597426894
"BHLHE40","OK",0.0708850505822735,1.4692311605812,0.0132940327359951,"BHLHE40",0.18908000144059
"CASD1","OK",0.0709755438749071,1.46856399097936,0.0131875046478225,"CASD1",0.189290942387716
"AP1S2","OK",0.071010215095691,1.46830854753327,0.0136128074918306,"AP1S2",0.189352962632979
"RALGAPA2","OK",0.0710660761568377,1.467897187388,0.0134306924735824,"RALGAPA2",0.189471457826284
"NKAIN2","OK",0.0711645476735263,1.46717264866265,0.00424895526334249,"NKAIN2",0.189703501721811
"P4HTM","OK",0.0712068272168005,1.46686179829791,0.0132789891474094,"P4HTM",0.189755211474591
"UNC5C","OK",0.0712028172862374,1.46689127428234,0.00951263248618442,"UNC5C",0.189755211474591
"PHTF1","OK",0.0712744370523058,1.46636500729215,0.0122299198095216,"PHTF1",0.189904869550128
"TMC4","OK",0.0714275202661469,1.46524150097139,0.0114698795113064,"TMC4",0.190282179751737
"ACAT2","OK",0.0714974779712801,1.46472868347317,0.0111500933605006,"ACAT2",0.190437958829557
"CMC1","OK",0.0715829295208486,1.46410281214786,0.0134391397892913,"CMC1",0.190626259128049
"MAFF","OK",0.0715911592975169,1.46404256520501,0.013040357193016,"MAFF",0.190626259128049
"CLEC5A","OK",0.0718629320842185,1.46205600213695,0.00746945978636849,"CLEC5A",0.191319196075257
"FAM134A","OK",0.0719041801629314,1.46175499712702,0.0134521163752023,"FAM134A",0.191398287944532
"C11orf98","OK",0.0719166950666988,1.46166369666248,0.0133891624123446,"C11orf98",0.191400883243945
"WDR54","OK",0.0719589673313038,1.46135539621271,0.013455514383506,"WDR54",0.191482661985722
"NR6A1","OK",0.072041592167012,1.46075319679176,0.0127850611170259,"NR6A1",0.191671775374087
"ZADH2","OK",0.0721240752516444,1.46015255841097,0.0132821443721785,"ZADH2",0.191860451022257
"GOLPH3L","OK",0.0721528637956996,1.4599430453973,0.013257660605488,"GOLPH3L",0.191906253835066
"PDLIM3","OK",0.0722735963579484,1.45906509295084,0.00971145154787854,"PDLIM3",0.192104145703995
"PDZD2","OK",0.0722517656982449,1.45922375955165,0.00924581232563264,"PDZD2",0.192104145703995
"PCMT1","OK",0.0722682915238631,1.45910364543846,0.0135329736150588,"PCMT1",0.192104145703995
"DDX23","OK",0.0722510560612673,1.45922891785412,0.0133732603977959,"DDX23",0.192104145703995
"GBA","OK",0.0723012336304407,1.45886427619675,0.0124828296800489,"GBA",0.192146813170083
"CEP350","OK",0.0723206907136604,1.45872293326148,0.0135073712979168,"CEP350",0.192167730883815
"SLC25A42","OK",0.0723463318841549,1.45853671148818,0.0131523610975526,"SLC25A42",0.192205071380842
"RRAGB","OK",0.0723893447920832,1.45822443913469,0.0132425853282958,"RRAGB",0.192288544638291
"KRCC1","OK",0.0724341844510019,1.4578990559396,0.0131938235464365,"KRCC1",0.192359331212788
"NFATC1","OK",0.0724391886383139,1.45786275215762,0.013129622575836,"NFATC1",0.192359331212788
"HCFC1","OK",0.0724960317430495,1.45745050837686,0.013305975428515,"HCFC1",0.192479459338918
"GTF3C3","OK",0.0725242931489823,1.45724564007107,0.0132800478627414,"GTF3C3",0.192523675763288
"STARD4","OK",0.0725851405680882,1.45680476165074,0.0132397870148538,"STARD4",0.192654367332743
"SPNS3","OK",0.0726302248009875,1.45647828012295,0.0120725992642569,"SPNS3",0.192743185367868
"KHSRP","OK",0.0727535082332912,1.45558630383798,0.0133924640458661,"KHSRP",0.193039463694988
"KHDRBS2","OK",0.0727984746893034,1.45526125205404,0.0131302535800569,"KHDRBS2",0.193127879270119
"ABCC1","OK",0.0728595517829661,1.45481998642713,0.0132017459086325,"ABCC1",0.193258999819651
"APCDD1","OK",0.0729735549387611,1.45399710119665,0.0130991981905055,"APCDD1",0.193530441671617
"VPS13A","OK",0.0731643366959817,1.45262221935601,0.0133968540076045,"VPS13A",0.194005385841655
"SNX9","OK",0.0732405608684696,1.4520736715502,0.0130837370787359,"SNX9",0.194176461407359
"DMWD","OK",0.0733297327006509,1.45143249988328,0.0129916903884907,"DMWD",0.194381803831388
"PRX","OK",0.0733618056801243,1.4512020315781,0.00859165589942463,"PRX",0.19443574768465
"SERPINI1","OK",0.0734553504325916,1.45053028256852,0.0132046321456889,"SERPINI1",0.194590391674647
"CCDC6","OK",0.0734381032561588,1.45065408609191,0.0133787042120906,"CCDC6",0.194590391674647
"ZNF263","OK",0.0734542725584087,1.45053801910378,0.0119015858917129,"ZNF263",0.194590391674647
"KBTBD3","OK",0.0735314144081691,1.44998454589669,0.0132679899212636,"KBTBD3",0.194729688547644
"KLHDC2","OK",0.0735204577824837,1.45006312984486,0.0128645782515029,"KLHDC2",0.194729688547644
"CYP2C8","OK",0.0736197457046221,1.44935133625013,0.00465743674626811,"CYP2C8",0.194932487588899
"TIGD1","OK",0.0736499694907392,1.4491348081122,0.0130252510140004,"TIGD1",0.194950270343664
"RBBP8","OK",0.0736440080465121,1.44917751149299,0.0132108565882637,"RBBP8",0.194950270343664
"CENPB","OK",0.0736954403514362,1.44880917538541,0.0130727902816244,"CENPB",0.195039504335236
"SLC31A2","OK",0.0737623908109721,1.44832999918357,0.0129359285624758,"SLC31A2",0.195185547860686
"TMEM98","OK",0.0739318516866637,1.44711862172813,0.0120395453126796,"TMEM98",0.195602758346627
"SLC35B2","OK",0.074113716251294,1.44582093550869,0.0133284883099772,"SLC35B2",0.196052647168096
"LRIF1","OK",0.0741630091566149,1.44546962733365,0.0133209978625114,"LRIF1",0.196151757275014
"TOR1A","OK",0.0742150564030272,1.4450988826258,0.0130394328094548,"TOR1A",0.196258119499459
"PDE6B","OK",0.0742398907375366,1.44492205183189,0.0119548236887901,"PDE6B",0.196292496058151
"PVRIG","OK",0.0742712306466194,1.44469896310559,0.0128150053669185,"PVRIG",0.196344059850945
"IQUB","OK",0.0746182136984025,1.44223380359296,0.0101759160634065,"IQUB",0.197229911139714
"CEP250","OK",0.0746588358682097,1.44194577378325,0.0131378325004743,"CEP250",0.197305839979306
"DCAF16","OK",0.0746745150812008,1.4418346329646,0.0128423405619295,"DCAF16",0.197315836727226
"FRMD4B","OK",0.0748798992124483,1.44038042608529,0.0122748483182819,"FRMD4B",0.197827016300998
"HACL1","OK",0.0749067991507521,1.44019018856315,0.0130685225821272,"HACL1",0.197866566445991
"HENMT1","OK",0.0750223956422151,1.43937327782922,0.0124545388660342,"HENMT1",0.198140358936589
"UPK3BL","OK",0.0751827141712003,1.43824190760726,0.01316747674615,"UPK3BL",0.198500556708616
"UCKL1","OK",0.0751769746208674,1.4382823799319,0.0132870326973832,"UCKL1",0.198500556708616
"KDM5D","OK",0.075224776437836,1.43794537824248,0.0131875133838239,"KDM5D",0.198580000317993
"UBTF","OK",0.0752400277662977,1.43783789109085,0.0132909068888173,"UBTF",0.198588653808373
"CATSPERG","OK",0.0753003038369124,1.43741324446782,0.0119547860183883,"CATSPERG",0.198716124015756
"TLR7","OK",0.0754495698447472,1.43636277541276,0.0128720015063363,"TLR7",0.19907835912265
"L3HYPDH","OK",0.0754967949731894,1.43603075540349,0.0129328409171557,"L3HYPDH",0.199171280646623
"KCTD7","OK",0.075568544903124,1.43552661459236,0.0125059369614025,"KCTD7",0.199311157421419
"VPS53","OK",0.0755738495733331,1.43548935655366,0.0132515675032685,"VPS53",0.199311157421419
"NAGK","OK",0.0756234490895276,1.43514108430474,0.0132170424162939,"NAGK",0.19941025860078
"NEURL1","OK",0.07571848253536,1.43447427510776,0.0124819993185526,"NEURL1",0.199629113230246
"RAB7A","OK",0.0758701501950067,1.4334114071047,0.0132872414577423,"RAB7A",0.199993962008144
"LIN7B","OK",0.0758809841382644,1.43333554612927,0.011668900880428,"LIN7B",0.199993962008144
"MRPL23","OK",0.0761557434076288,1.43141438944029,0.0127400022198404,"MRPL23",0.200686234534308
"TFAM","OK",0.0762404425361644,1.43082322492233,0.0132340488961242,"TFAM",0.200845613072557
"ZNF43","OK",0.076229625264112,1.43089869710891,0.0132065924775066,"ZNF43",0.200845613072557
"SHROOM1","OK",0.0763054035862238,1.43037016253575,0.0120662579000698,"SHROOM1",0.200984821959839
"ZBBX","OK",0.0763370511763131,1.4301495468608,0.0108643565475335,"ZBBX",0.20103625449513
"OSBPL2","OK",0.0763609723907508,1.4299828380091,0.0131993404263222,"OSBPL2",0.201067326253849
"TSGA10","OK",0.0763980333164698,1.42972463591614,0.0130677775103535,"TSGA10",0.20113298104555
"ZNF397","OK",0.0764539054563425,1.42933555686529,0.0131371476478263,"ZNF397",0.201248131391668
"POP1","OK",0.0766870241696526,1.4277145088744,0.0123884969769403,"POP1",0.201797712657125
"COQ4","OK",0.0766817663676446,1.42775102894662,0.0126902776747775,"COQ4",0.201797712657125
"RIC1","OK",0.0767614444637945,1.42719779838684,0.0130151363505019,"RIC1",0.201929471510943
"UBAP1","OK",0.0767596925885131,1.42720995752247,0.0130846439794035,"UBAP1",0.201929471510943
"OSBP2","OK",0.0768154243377637,1.42682324688473,0.0115783842396454,"OSBP2",0.202039427222669
"PHF12","OK",0.0768655942801316,1.42647531083415,0.0129537959255667,"PHF12",0.202119478912315
"ZSCAN18","OK",0.0768702323030798,1.42644315417069,0.0130348174200516,"ZSCAN18",0.202119478912315
"CPSF1","OK",0.0768879774082736,1.42632013618798,0.0129882622378867,"CPSF1",0.202134093088227
"IRS2","OK",0.0769191978907734,1.42610375250195,0.0129841951830976,"IRS2",0.202184123013687
"SLC35A3","OK",0.0770750558777468,1.42502452553439,0.0129290615320494,"SLC35A3",0.202561698112551
"ZNRD1","OK",0.0771086371522811,1.42479221172915,0.0131949156633334,"ZNRD1",0.202617847878285
"COL9A1","OK",0.0771326151208169,1.4246263802226,0.0121167859380909,"COL9A1",0.202648749309975
"ANKDD1B","OK",0.0772611746129869,1.42373793083977,0.0109682282559494,"ANKDD1B",0.202954362073329
"C1orf43","OK",0.0772964453070742,1.42349437836248,0.0131453563787433,"C1orf43",0.202982717204423
"APP","OK",0.0772862893441184,1.42356449903007,0.0126621011127544,"APP",0.202982717204423
"STK39","OK",0.0775208261061816,1.42194694943022,0.0122552003493985,"STK39",0.203539721671225
"PDCL2","OK",0.0776501477597432,1.42105663480534,0.00791015227706929,"PDCL2",0.203847000750728
"UBR2","OK",0.0779014747798277,1.41932958899396,0.0129169338218115,"UBR2",0.204409723255533
"MTURN","OK",0.0778941594218889,1.41937979819872,0.0127576935294048,"MTURN",0.204409723255533
"CYFIP1","OK",0.0778876437081339,1.41942452203186,0.0123644829846041,"CYFIP1",0.204409723255533
"USP51","OK",0.0780199767092235,1.41851674498156,0.0116118042344881,"USP51",0.204688284356087
"CTD.3105H18.14","OK",0.0780354749560795,1.41841050665086,0.0103109233330662,"CTD.3105H18.14",0.204696566127081
"PPP3CA","OK",0.0780708549734194,1.41816804151217,0.0129310547870006,"PPP3CA",0.20475698934047
"OTULIN","OK",0.0782184723137293,1.41715729384861,0.0130153779959664,"OTULIN",0.205046875580135
"PAIP2","OK",0.0782065197130585,1.41723908039559,0.0131375053180622,"PAIP2",0.205046875580135
"VPS16","OK",0.0781995351650458,1.4172868770665,0.0129839668734171,"VPS16",0.205046875580135
"ZIK1","OK",0.0782728145082058,1.41678557286223,0.0126207561051812,"ZIK1",0.205156906041893
"CDK5","OK",0.0783194262852793,1.4164668867314,0.0126760056700489,"CDK5",0.20523331119758
"ATP6V0D1","OK",0.0783267128831955,1.41641708104118,0.0131443038501787,"ATP6V0D1",0.20523331119758
"YKT6","OK",0.0785333304103476,1.41500625930434,0.0128829359347129,"YKT6",0.205709699650351
"MOB2","OK",0.0785235367751183,1.41507306844226,0.0127840127977714,"MOB2",0.205709699650351
"EFTUD2","OK",0.0785534102983419,1.41486930029083,0.0129351767286345,"EFTUD2",0.205729806285852
"DLG1","OK",0.0785765312724983,1.41471163178868,0.0130060497240235,"DLG1",0.205757869858803
"C14orf80","OK",0.0786044865789198,1.41452104355453,0.0112677305138838,"C14orf80",0.205798581593996
"STAG1","OK",0.0787309526387572,1.41365948922873,0.0130927334583399,"STAG1",0.206097156007959
"PAXIP1","OK",0.0788599648493379,1.41278166905478,0.0127262052134681,"PAXIP1",0.206369734457418
"CTR9","OK",0.0788524622000898,1.41283268849733,0.0129610557822118,"CTR9",0.206369734457418
"COL4A3BP","OK",0.0789190876841618,1.41237975113681,0.0128927922199814,"COL4A3BP",0.206459304152919
"RAB3IL1","OK",0.0789161140989295,1.4123999601653,0.00757215618564275,"RAB3IL1",0.206459304152919
"LRBA","OK",0.0789432344677133,1.41221566654046,0.0127892945501971,"LRBA",0.2064899048859
"COPA","OK",0.0790582104969373,1.41143489117666,0.0129053135524718,"COPA",0.206758038363639
"PRR27","OK",0.0793109219278602,1.40972180415434,0.0113757878157669,"PRR27",0.207359254314551
"NUP62","OK",0.0793131019758537,1.40970704397744,0.0129660083404889,"NUP62",0.207359254314551
"UBQLN4","OK",0.0794073637213215,1.40906913133735,0.012506007928416,"UBQLN4",0.207572976309194
"DFFB","OK",0.0795324801016499,1.40822329581038,0.0124612101978489,"DFFB",0.207867273080045
"ADAM22","OK",0.0796437671968295,1.40747179734089,0.011968956815916,"ADAM22",0.208095897262609
"PPP1R12A","OK",0.0796450473786956,1.40746315716419,0.013000840073264,"PPP1R12A",0.208095897262609
"C19orf66","OK",0.0797264205108772,1.40691417078228,0.0128348030683801,"C19orf66",0.208275698628668
"TLR1","OK",0.0798063786267698,1.40637514356616,0.0124191817661295,"TLR1",0.208451747386394
"SECTM1","OK",0.0798627880176612,1.40599511269685,0.00133823220291436,"SECTM1",0.208566241861271
"NETO2","OK",0.0799295853119085,1.40554536080527,0.0120313458589603,"NETO2",0.208707824619539
"BMPR1A","OK",0.0799973662669134,1.40508927627601,0.0117292018795041,"BMPR1A",0.208851930883524
"NUDT16L1","OK",0.0801437849942968,1.40410505022031,0.0129506095190166,"NUDT16L1",0.209201261868965
"ACADSB","OK",0.080328477091508,1.40286548741491,0.0124441115216082,"ACADSB",0.209650373098309
"RAB9A","OK",0.0803656381692869,1.40261634081347,0.0126681701896665,"RAB9A",0.209714360395814
"EHHADH","OK",0.0804572883803639,1.40200224346057,0.0105953229365078,"EHHADH",0.209920494742286
"FN1","OK",0.0804902439464744,1.40178155563413,0.00118279485511575,"FN1",0.209973448583867
"CDK9","OK",0.0805246004511179,1.40155155904832,0.0124915984671153,"CDK9",0.210019702328159
"FKBP10","OK",0.080533299578385,1.40149333527052,0.00898860072762792,"FKBP10",0.210019702328159
"TEX10","OK",0.080592682770428,1.40109600687617,0.0129561950631264,"TEX10",0.210141524356283
"RASSF2","OK",0.0809468477996741,1.39873089611297,0.0127972340516788,"RASSF2",0.211031816662275
"SUN3","OK",0.0810484167977755,1.39805406103993,0.00881276273240436,"SUN3",0.211235059854621
"UXT","OK",0.0810502786033287,1.39804166032424,0.0129749864549523,"UXT",0.211235059854621
"TRIM72","OK",0.0810934242421109,1.39775434529277,0.0110596203321969,"TRIM72",0.211314302353441
"C7orf31","OK",0.0811528050259506,1.39735910591648,0.0123512784745987,"C7orf31",0.211435819063842
"KBTBD2","OK",0.0812206634048603,1.39690770663487,0.0127275320235759,"KBTBD2",0.211579381692008
"PXN","OK",0.0812669309648665,1.39660009430331,0.0123559563885776,"PXN",0.211666664099132
"FAM102A","OK",0.0812993511827074,1.39638462548109,0.0126342345912115,"FAM102A",0.21171785817497
"MAN2A2","OK",0.0813400279350573,1.39611437436206,0.0123191536712709,"MAN2A2",0.21179053427486
"KRR1","OK",0.081450814564994,1.39537883878854,0.0129120021244105,"KRR1",0.212045708738815
"FAM177A1","OK",0.0815556765839544,1.3946833327038,0.012852454240515,"FAM177A1",0.212252071523846
"ADGRE5","OK",0.081551991816199,1.39470776079788,0.010446180896087,"ADGRE5",0.212252071523846
"SREK1","OK",0.0815856876687223,1.39448440580361,0.0129057931366369,"SREK1",0.212273964549878
"MFSD13A","OK",0.0815896855182364,1.39445791043274,0.012341698341872,"MFSD13A",0.212273964549878
"FAM19A1","OK",0.081685854820203,1.39382085222781,-0.000624324509056774,"FAM19A1",0.212424206341782
"DFNB31","OK",0.0816821331814131,1.39384549510984,0.0121966496669729,"DFNB31",0.212424206341782
"ATP10A","OK",0.0816619300452479,1.39397928522354,0.00988805688399186,"ATP10A",0.212424206341782
"ZNF644","OK",0.0817695420197874,1.39326693966256,0.012908775988032,"ZNF644",0.212541862394639
"RAB5A","OK",0.0817631651036143,1.39330913243473,0.0128041078115461,"RAB5A",0.212541862394639
"KRTDAP","OK",0.0817670116138668,1.39328368175932,0.00967350071261099,"KRTDAP",0.212541862394639
"KCTD6","OK",0.0820085154113579,1.39168756052952,0.012358458557948,"KCTD6",0.213088837090842
"MAP3K15","OK",0.082014704304586,1.39164670412839,0.0100718013731005,"MAP3K15",0.213088837090842
"UNC119","OK",0.0820185177853573,1.3916215303314,0.0127928761604138,"UNC119",0.213088837090842
"RINT1","OK",0.0820500020269062,1.39141372819905,0.012302290805176,"RINT1",0.213114584998313
"THEM6","OK",0.0820541263595338,1.39138651125018,0.0125763374980657,"THEM6",0.213114584998313
"CRIPAK","OK",0.0821511676078659,1.39074642201079,0.00843746730732246,"CRIPAK",0.213333218403642
"TMEM55A","OK",0.0822347573305899,1.39019551619684,0.0126675715304837,"TMEM55A",0.213516857402186
"GIMAP7","OK",0.0824450351183989,1.38881152340166,0.0111571623180836,"GIMAP7",0.214016056453353
"SLX4","OK",0.082452827730431,1.38876028558906,0.0115902886939091,"SLX4",0.214016056453353
"GTF2A2","OK",0.0824960746558076,1.38847599558973,0.0128227600940329,"GTF2A2",0.214094804293729
"FOXRED1","OK",0.0825669268888899,1.3880104804346,0.0125810492112921,"FOXRED1",0.214111170947331
"GOLGA5","OK",0.0825650662152279,1.38802270163483,0.0127067615458011,"GOLGA5",0.214111170947331
"MED11","OK",0.0825183235895261,1.38832978267078,0.0123699431599031,"MED11",0.214111170947331
"ZNF217","OK",0.0825434565429958,1.38816465258316,0.0126817821087018,"ZNF217",0.214111170947331
"SYT5","OK",0.0825297777370457,1.38825452122648,0.0117897418999241,"SYT5",0.214111170947331
"ZC3H12A","OK",0.082598913021494,1.38780042283947,0.0127643700739952,"ZC3H12A",0.214160633324136
"NR1D1","OK",0.0826898201040923,1.38720375685987,0.0123968796966389,"NR1D1",0.214342422591039
"CCDC106","OK",0.0826948729145097,1.38717060737162,0.0124845494727666,"CCDC106",0.214342422591039
